t, X, Y, Z, X, Y, Z, traj_id
0.000000000000000000e+00,1.764879150390624929e+00,-2.917052001953125639e+00,1.851832237243652424e+00,1.764879150390624929e+00,-2.917052001953125639e+00,1.851832237243652424e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.766571044921875000e+00,-2.930697937011719212e+00,1.849964447021484437e+00,1.766571044921875000e+00,-2.930697937011719212e+00,1.849964447021484437e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.768314208984375080e+00,-2.944757385253906179e+00,1.848004875183105966e+00,1.768314208984375080e+00,-2.944757385253906179e+00,1.848004875183105966e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.770057373046874938e+00,-2.958816833496093590e+00,1.846007652282715128e+00,1.770057373046874938e+00,-2.958816833496093590e+00,1.846007652282715128e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.771800537109375018e+00,-2.972876281738280557e+00,1.843970947265625382e+00,1.771800537109375018e+00,-2.972876281738280557e+00,1.843970947265625382e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.773492431640625089e+00,-2.986522216796875462e+00,1.841954612731933283e+00,1.773492431640625089e+00,-2.986522216796875462e+00,1.841954612731933283e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.775184326171874716e+00,-3.000168151855468590e+00,1.839896621704101509e+00,1.775184326171874716e+00,-3.000168151855468590e+00,1.839896621704101509e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.776927490234375240e+00,-3.014227600097656445e+00,1.837729797363281348e+00,1.776927490234375240e+00,-3.014227600097656445e+00,1.837729797363281348e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.778670654296875098e+00,-3.028287048339844301e+00,1.835512962341308896e+00,1.778670654296875098e+00,-3.028287048339844301e+00,1.835512962341308896e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.780413818359374956e+00,-3.042346496582031268e+00,1.833241996765136772e+00,1.780413818359374956e+00,-3.042346496582031268e+00,1.833241996765136772e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.782105712890625027e+00,-3.055989990234374787e+00,1.830982246398925817e+00,1.782105712890625027e+00,-3.055989990234374787e+00,1.830982246398925817e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.783848876953125107e+00,-3.070039062499999805e+00,1.828591346740722878e+00,1.783848876953125107e+00,-3.070039062499999805e+00,1.828591346740722878e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.785592041015624964e+00,-3.084088134765624822e+00,1.826130638122558381e+00,1.785592041015624964e+00,-3.084088134765624822e+00,1.826130638122558381e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.787335205078125044e+00,-3.098137207031249840e+00,1.823592567443847567e+00,1.787335205078125044e+00,-3.098137207031249840e+00,1.823592567443847567e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.789078369140624902e+00,-3.112186279296875746e+00,1.820967178344726545e+00,1.789078369140624902e+00,-3.112186279296875746e+00,1.820967178344726545e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.790770263671874751e+00,-3.125822143554687571e+00,1.818324165344238352e+00,1.790770263671874751e+00,-3.125822143554687571e+00,1.818324165344238352e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.792513427734375053e+00,-3.139871215820312589e+00,1.815485572814941495e+00,1.792513427734375053e+00,-3.139871215820312589e+00,1.815485572814941495e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.794256591796874689e+00,-3.153920288085936718e+00,1.812505874633789427e+00,1.794256591796874689e+00,-3.153920288085936718e+00,1.812505874633789427e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.795999755859374991e+00,-3.167959289550780877e+00,1.809345817565917613e+00,1.795999755859374991e+00,-3.167959289550780877e+00,1.809345817565917613e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.797691650390625062e+00,-3.181585083007812287e+00,1.806043624877929688e+00,1.797691650390625062e+00,-3.181585083007812287e+00,1.806043624877929688e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.799439697265625027e+00,-3.195588684082031783e+00,1.801141891479492108e+00,1.799439697265625027e+00,-3.195588684082031783e+00,1.801141891479492108e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.801225891113281241e+00,-3.209510192871093626e+00,1.793610534667968270e+00,1.801225891113281241e+00,-3.209510192871093626e+00,1.793610534667968270e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.803045196533203054e+00,-3.222908630371093874e+00,1.783834075927734020e+00,1.803045196533203054e+00,-3.222908630371093874e+00,1.783834075927734020e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.805166015625000009e+00,-3.236518859863280806e+00,1.773242225646972647e+00,1.805166015625000009e+00,-3.236518859863280806e+00,1.773242225646972647e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.807785949707030992e+00,-3.249790344238280504e+00,1.765244064331054297e+00,1.807785949707030992e+00,-3.249790344238280504e+00,1.765244064331054297e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.811012115478515705e+00,-3.262594299316406321e+00,1.760218849182129119e+00,1.811012115478515705e+00,-3.262594299316406321e+00,1.760218849182129119e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.814744110107421315e+00,-3.274488220214844425e+00,1.757897415161132626e+00,1.814744110107421315e+00,-3.274488220214844425e+00,1.757897415161132626e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.819190979003906472e+00,-3.286123352050780877e+00,1.757894668579101927e+00,1.819190979003906472e+00,-3.286123352050780877e+00,1.757894668579101927e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.824209136962890332e+00,-3.297074279785155770e+00,1.760150184631347425e+00,1.824209136962890332e+00,-3.297074279785155770e+00,1.760150184631347425e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.829744110107421218e+00,-3.307296752929687500e+00,1.764554328918457093e+00,1.829744110107421218e+00,-3.307296752929687500e+00,1.764554328918457093e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.835736846923827770e+00,-3.316758728027343839e+00,1.770988655090331987e+00,1.835736846923827770e+00,-3.316758728027343839e+00,1.770988655090331987e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.842061004638671839e+00,-3.325581665039062607e+00,1.777856597900390856e+00,1.842061004638671839e+00,-3.325581665039062607e+00,1.777856597900390856e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.848601837158203143e+00,-3.333931579589843874e+00,1.783304443359374991e+00,1.848601837158203143e+00,-3.333931579589843874e+00,1.783304443359374991e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.855334014892577876e+00,-3.341854553222656232e+00,1.786882896423340084e+00,1.855334014892577876e+00,-3.341854553222656232e+00,1.786882896423340084e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.862254943847655886e+00,-3.349361267089843608e+00,1.788519744873046546e+00,1.862254943847655886e+00,-3.349361267089843608e+00,1.788519744873046546e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.869342041015624956e+00,-3.356487731933593732e+00,1.787963562011719132e+00,1.869342041015624956e+00,-3.356487731933593732e+00,1.787963562011719132e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.876572418212890003e+00,-3.363279724121093661e+00,1.785010414123534783e+00,1.876572418212890003e+00,-3.363279724121093661e+00,1.785010414123534783e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.883932800292968945e+00,-3.369760437011719123e+00,1.779716606140136381e+00,1.883932800292968945e+00,-3.369760437011719123e+00,1.779716606140136381e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.891415405273437322e+00,-3.375945129394531286e+00,1.772298774719238024e+00,1.891415405273437322e+00,-3.375945129394531286e+00,1.772298774719238024e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.898790283203124707e+00,-3.381676025390624840e+00,1.763334045410156259e+00,1.898790283203124707e+00,-3.381676025390624840e+00,1.763334045410156259e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.906271057128906321e+00,-3.387150878906250107e+00,1.752894515991211044e+00,1.906271057128906321e+00,-3.387150878906250107e+00,1.752894515991211044e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.914083099365234686e+00,-3.392536621093749982e+00,1.740854072570801048e+00,1.914083099365234686e+00,-3.392536621093749982e+00,1.740854072570801048e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.921760559082031250e+00,-3.397531738281250213e+00,1.728141517639159908e+00,1.921760559082031250e+00,-3.397531738281250213e+00,1.728141517639159908e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.929762573242187473e+00,-3.402455139160156072e+00,1.714182586669921848e+00,1.929762573242187473e+00,-3.402455139160156072e+00,1.714182586669921848e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.937849273681640838e+00,-3.407168884277344212e+00,1.699516525268554457e+00,1.937849273681640838e+00,-3.407168884277344212e+00,1.699516525268554457e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.945773468017578223e+00,-3.411558837890624307e+00,1.684737854003905966e+00,1.945773468017578223e+00,-3.411558837890624307e+00,1.684737854003905966e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.953765106201171831e+00,-3.415781555175781303e+00,1.669529228210449023e+00,1.953765106201171831e+00,-3.415781555175781303e+00,1.669529228210449023e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.962063598632812544e+00,-3.419970703124999289e+00,1.653499603271484375e+00,1.962063598632812544e+00,-3.419970703124999289e+00,1.653499603271484375e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.970175018310546866e+00,-3.423892822265624858e+00,1.637663040161132511e+00,1.970175018310546866e+00,-3.423892822265624858e+00,1.637663040161132511e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.978585357666015954e+00,-3.427799377441406836e+00,1.621120719909667329e+00,1.978585357666015954e+00,-3.427799377441406836e+00,1.621120719909667329e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.987044982910156188e+00,-3.431580200195312624e+00,1.604398498535156259e+00,1.987044982910156188e+00,-3.431580200195312624e+00,1.604398498535156259e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.995549163818360006e+00,-3.435246276855469461e+00,1.587536773681640812e+00,1.995549163818360006e+00,-3.435246276855469461e+00,1.587536773681640812e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.003842315673827645e+00,-3.438703613281250071e+00,1.571069412231445028e+00,2.003842315673827645e+00,-3.438703613281250071e+00,1.571069412231445028e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.012170715332031623e+00,-3.442070007324218750e+00,1.554526977539062216e+00,2.012170715332031623e+00,-3.442070007324218750e+00,1.554526977539062216e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.020530700683593750e+00,-3.445352478027343679e+00,1.537929496765136461e+00,2.020530700683593750e+00,-3.445352478027343679e+00,1.537929496765136461e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.029174804687500444e+00,-3.448653259277343786e+00,1.520789680480957085e+00,2.029174804687500444e+00,-3.448653259277343786e+00,1.520789680480957085e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.037847290039062287e+00,-3.451878356933593572e+00,1.503625717163086017e+00,2.037847290039062287e+00,-3.451878356933593572e+00,1.503625717163086017e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.046545715332031445e+00,-3.455033569335936861e+00,1.486449966430664071e+00,2.046545715332031445e+00,-3.455033569335936861e+00,1.486449966430664071e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.055268402099609482e+00,-3.458124084472655735e+00,1.469275016784667764e+00,2.055268402099609482e+00,-3.458124084472655735e+00,1.469275016784667764e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.063755950927734339e+00,-3.461065979003906889e+00,1.452614250183105860e+00,2.063755950927734339e+00,-3.461065979003906889e+00,1.452614250183105860e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.072263183593749947e+00,-3.463954772949218164e+00,1.435971221923827867e+00,2.072263183593749947e+00,-3.463954772949218164e+00,1.435971221923827867e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.081047668457031374e+00,-3.466878967285155877e+00,1.418850631713866939e+00,2.081047668457031374e+00,-3.466878967285155877e+00,1.418850631713866939e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.089850006103516122e+00,-3.469753417968750142e+00,1.401764602661132786e+00,2.089850006103516122e+00,-3.469753417968750142e+00,1.401764602661132786e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.098410186767577734e+00,-3.472498474121093803e+00,1.385221138000487962e+00,2.098410186767577734e+00,-3.472498474121093803e+00,1.385221138000487962e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.107246093750000160e+00,-3.475281982421874805e+00,1.368225517272949165e+00,2.107246093750000160e+00,-3.475281982421874805e+00,1.368225517272949165e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.116098022460937145e+00,-3.478022766113280539e+00,1.351287574768066380e+00,2.116098022460937145e+00,-3.478022766113280539e+00,1.351287574768066380e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.124965209960937074e+00,-3.480721740722656055e+00,1.334417381286621129e+00,2.124965209960937074e+00,-3.480721740722656055e+00,1.334417381286621129e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.133847503662109180e+00,-3.483380126953124822e+00,1.317625465393066353e+00,2.133847503662109180e+00,-3.483380126953124822e+00,1.317625465393066353e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.142744903564453018e+00,-3.485998229980468377e+00,1.300924758911132573e+00,2.142744903564453018e+00,-3.485998229980468377e+00,1.300924758911132573e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.151395111083984180e+00,-3.488500671386718821e+00,1.284818229675292578e+00,2.151395111083984180e+00,-3.488500671386718821e+00,1.284818229675292578e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.160322723388671928e+00,-3.491038208007812393e+00,1.268352241516113477e+00,2.160322723388671928e+00,-3.491038208007812393e+00,1.268352241516113477e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.169003448486328089e+00,-3.493458862304686718e+00,1.252526092529296919e+00,2.169003448486328089e+00,-3.493458862304686718e+00,1.252526092529296919e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.177701263427734624e+00,-3.495834960937500124e+00,1.236901016235351314e+00,2.177701263427734624e+00,-3.495834960937500124e+00,1.236901016235351314e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.186662597656249929e+00,-3.498240356445312393e+00,1.219967994689941326e+00,2.186662597656249929e+00,-3.498240356445312393e+00,1.219967994689941326e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.195569763183593537e+00,-3.500626831054687305e+00,1.200944480895995703e+00,2.195569763183593537e+00,-3.500626831054687305e+00,1.200944480895995703e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.204367065429687855e+00,-3.503020324707031286e+00,1.180295906066894274e+00,2.204367065429687855e+00,-3.503020324707031286e+00,1.180295906066894274e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.212731018066406374e+00,-3.505391235351562607e+00,1.159427032470703223e+00,2.212731018066406374e+00,-3.505391235351562607e+00,1.159427032470703223e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.221034698486328285e+00,-3.507953796386718892e+00,1.139331321716308798e+00,2.221034698486328285e+00,-3.507953796386718892e+00,1.139331321716308798e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.228938293457031428e+00,-3.510668945312499289e+00,1.121341323852539151e+00,2.228938293457031428e+00,-3.510668945312499289e+00,1.121341323852539151e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.236428375244140732e+00,-3.513515319824219496e+00,1.104974899291992108e+00,2.236428375244140732e+00,-3.513515319824219496e+00,1.104974899291992108e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.243501281738280895e+00,-3.516460266113280664e+00,1.089952812194824316e+00,2.243501281738280895e+00,-3.516460266113280664e+00,1.089952812194824316e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.250154876708984286e+00,-3.519467468261719301e+00,1.076176872253417960e+00,2.250154876708984286e+00,-3.519467468261719301e+00,1.076176872253417960e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.256387634277344123e+00,-3.522497253417968821e+00,1.063639183044433612e+00,2.256387634277344123e+00,-3.522497253417968821e+00,1.063639183044433612e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.262198638916016247e+00,-3.525517272949218128e+00,1.052372932434082253e+00,2.262198638916016247e+00,-3.525517272949218128e+00,1.052372932434082253e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.267590026855468732e+00,-3.528489990234374929e+00,1.042426757812499938e+00,2.267590026855468732e+00,-3.528489990234374929e+00,1.042426757812499938e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.272590637207030806e+00,-3.531388854980468839e+00,1.033379287719726536e+00,2.272590637207030806e+00,-3.531388854980468839e+00,1.033379287719726536e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.277294921874999822e+00,-3.534212951660155699e+00,1.023713607788085955e+00,2.277294921874999822e+00,-3.534212951660155699e+00,1.023713607788085955e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.281612091064452841e+00,-3.536885681152344141e+00,1.013423881530761905e+00,2.281612091064452841e+00,-3.536885681152344141e+00,1.013423881530761905e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.285705566406250000e+00,-3.539492797851561789e+00,1.002242317199707022e+00,2.285705566406250000e+00,-3.539492797851561789e+00,1.002242317199707022e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.289591827392578161e+00,-3.542040405273437109e+00,9.902530288696289595e-01,2.289591827392578161e+00,-3.542040405273437109e+00,9.902530288696289595e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.293287506103516282e+00,-3.544533386230469318e+00,9.775619888305661087e-01,2.293287506103516282e+00,-3.544533386230469318e+00,9.775619888305661087e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.296807403564452787e+00,-3.546978149414061754e+00,9.642733383178710982e-01,2.296807403564452787e+00,-3.546978149414061754e+00,9.642733383178710982e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.300265655517578001e+00,-3.549452209472655717e+00,9.500580596923827725e-01,2.300265655517578001e+00,-3.549452209472655717e+00,9.500580596923827725e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.303473358154296768e+00,-3.551815795898436878e+00,9.358371162414548250e-01,2.303473358154296768e+00,-3.551815795898436878e+00,9.358371162414548250e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.306546783447265714e+00,-3.554147949218750213e+00,9.212694740295410689e-01,2.306546783447265714e+00,-3.554147949218750213e+00,9.212694740295410689e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.309498291015624538e+00,-3.556453552246093164e+00,9.064087486267088378e-01,2.309498291015624538e+00,-3.556453552246093164e+00,9.064087486267088378e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.312338256835937411e+00,-3.558736267089843697e+00,8.913032913208008834e-01,2.312338256835937411e+00,-3.558736267089843697e+00,8.913032913208008834e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.315076599121093537e+00,-3.561000061035156428e+00,8.759929847717283780e-01,2.315076599121093537e+00,-3.561000061035156428e+00,8.759929847717283780e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.317800445556640998e+00,-3.563317565917968111e+00,8.600375747680664151e-01,2.317800445556640998e+00,-3.563317565917968111e+00,8.600375747680664151e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.320357818603516087e+00,-3.565554199218750053e+00,8.444018554687500178e-01,2.320357818603516087e+00,-3.565554199218750053e+00,8.444018554687500178e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.322837371826171893e+00,-3.567780761718749805e+00,8.286399650573731401e-01,2.322837371826171893e+00,-3.567780761718749805e+00,8.286399650573731401e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.325316925048827699e+00,-3.570068054199218910e+00,8.122865295410154340e-01,2.325316925048827699e+00,-3.570068054199218910e+00,8.122865295410154340e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.327726287841796804e+00,-3.572350769042969443e+00,7.958324432373045099e-01,2.327726287841796804e+00,-3.572350769042969443e+00,7.958324432373045099e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.330002441406250124e+00,-3.574566345214843732e+00,7.797783279418947222e-01,2.330002441406250124e+00,-3.574566345214843732e+00,7.797783279418947222e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.332221374511719070e+00,-3.576781921386718910e+00,7.636505699157716265e-01,2.332221374511719070e+00,-3.576781921386718910e+00,7.636505699157716265e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.334451293945312145e+00,-3.579064636230469443e+00,7.469645118713377219e-01,2.334451293945312145e+00,-3.579064636230469443e+00,7.469645118713377219e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.336563873291016336e+00,-3.581280212402343732e+00,7.307097816467285067e-01,2.336563873291016336e+00,-3.581280212402343732e+00,7.307097816467285067e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.338687286376953001e+00,-3.583569030761718732e+00,7.141005706787111329e-01,2.338687286376953001e+00,-3.583569030761718732e+00,7.141005706787111329e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.340623931884765252e+00,-3.585713806152344141e+00,7.006419754028321289e-01,2.340623931884765252e+00,-3.585713806152344141e+00,7.006419754028321289e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.342341613769531428e+00,-3.587645874023437376e+00,6.910009574890136896e-01,2.342341613769531428e+00,-3.587645874023437376e+00,6.910009574890136896e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.343854980468750071e+00,-3.589363403320312340e+00,6.849713516235351740e-01,2.343854980468750071e+00,-3.589363403320312340e+00,6.849713516235351740e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.345078887939452628e+00,-3.590759582519531090e+00,6.828358268737793058e-01,2.345078887939452628e+00,-3.590759582519531090e+00,6.828358268737793058e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.346075897216796768e+00,-3.591900329589843732e+00,6.843267059326170187e-01,2.346075897216796768e+00,-3.591900329589843732e+00,6.843267059326170187e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.346923065185547053e+00,-3.592870788574218821e+00,6.879509925842285378e-01,2.346923065185547053e+00,-3.592870788574218821e+00,6.879509925842285378e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.347632598876953303e+00,-3.593683471679687713e+00,6.913258552551267977e-01,2.347632598876953303e+00,-3.593683471679687713e+00,6.913258552551267977e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.348249359130859748e+00,-3.594390869140624556e+00,6.942312240600585493e-01,2.348249359130859748e+00,-3.594390869140624556e+00,6.942312240600585493e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.348800506591796733e+00,-3.595022277832031321e+00,6.967662048339842151e-01,2.348800506591796733e+00,-3.595022277832031321e+00,6.967662048339842151e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.349276123046875053e+00,-3.595567321777343839e+00,6.989094543457031738e-01,2.349276123046875053e+00,-3.595567321777343839e+00,6.989094543457031738e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.349686126708984357e+00,-3.596037292480468661e+00,7.007295227050781561e-01,2.349686126708984357e+00,-3.596037292480468661e+00,7.007295227050781561e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.350039367675780699e+00,-3.596442260742187536e+00,7.022835731506347212e-01,2.350039367675780699e+00,-3.596442260742187536e+00,7.022835731506347212e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.350334930419921253e+00,-3.596780700683593679e+00,7.035811042785644620e-01,2.350334930419921253e+00,-3.596780700683593679e+00,7.035811042785644620e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.350597381591796875e+00,-3.597081604003906641e+00,7.047371864318847656e-01,2.350597381591796875e+00,-3.597081604003906641e+00,7.047371864318847656e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.350823364257812464e+00,-3.597340393066406072e+00,7.057394027709960049e-01,2.350823364257812464e+00,-3.597340393066406072e+00,7.057394027709960049e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.351017456054687926e+00,-3.597562866210937127e+00,7.066115570068359775e-01,2.351017456054687926e+00,-3.597562866210937127e+00,7.066115570068359775e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.351184539794921591e+00,-3.597753906249999911e+00,7.073733329772950995e-01,2.351184539794921591e+00,-3.597753906249999911e+00,7.073733329772950995e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.351324157714843821e+00,-3.597914123535155717e+00,7.080221557617187855e-01,2.351324157714843821e+00,-3.597914123535155717e+00,7.080221557617187855e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.351444854736328249e+00,-3.598052368164062376e+00,7.085943603515626465e-01,2.351444854736328249e+00,-3.598052368164062376e+00,7.085943603515626465e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.351552124023437162e+00,-3.598174743652344354e+00,7.091138648986816673e-01,2.351552124023437162e+00,-3.598174743652344354e+00,7.091138648986816673e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.351641998291016389e+00,-3.598278198242187642e+00,7.095588684082032582e-01,2.351641998291016389e+00,-3.598278198242187642e+00,7.095588684082032582e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.351721649169921768e+00,-3.598368530273437393e+00,7.099638175964354536e-01,2.351721649169921768e+00,-3.598368530273437393e+00,7.099638175964354536e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.351790313720703463e+00,-3.598446960449218857e+00,7.103212738037109064e-01,2.351790313720703463e+00,-3.598446960449218857e+00,7.103212738037109064e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.351849670410155912e+00,-3.598514404296875746e+00,7.106368446350097567e-01,2.351849670410155912e+00,-3.598514404296875746e+00,7.106368446350097567e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.351900177001952752e+00,-3.598572692871093714e+00,7.109153938293455433e-01,2.351900177001952752e+00,-3.598572692871093714e+00,7.109153938293455433e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.351943969726562056e+00,-3.598624267578125036e+00,7.111612701416015758e-01,2.351943969726562056e+00,-3.598624267578125036e+00,7.111612701416015758e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.351981811523436772e+00,-3.598665771484375053e+00,7.113782501220703436e-01,2.351981811523436772e+00,-3.598665771484375053e+00,7.113782501220703436e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.352013244628905930e+00,-3.598702697753906943e+00,7.115644454956053799e-01,2.352013244628905930e+00,-3.598702697753906943e+00,7.115644454956053799e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.352040405273437162e+00,-3.598732910156249964e+00,7.117289543151854581e-01,2.352040405273437162e+00,-3.598732910156249964e+00,7.117289543151854581e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.352065124511719230e+00,-3.598763427734374964e+00,7.118785285949708053e-01,2.352065124511719230e+00,-3.598763427734374964e+00,7.118785285949708053e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.352085266113280504e+00,-3.598783569335937127e+00,7.120063591003420456e-01,2.352085266113280504e+00,-3.598783569335937127e+00,7.120063591003420456e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.352103271484375036e+00,-3.598804321289062358e+00,7.121221160888669965e-01,2.352103271484375036e+00,-3.598804321289062358e+00,7.121221160888669965e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.352118377685546768e+00,-3.598824462890624520e+00,7.122207069396970791e-01,2.352118377685546768e+00,-3.598824462890624520e+00,7.122207069396970791e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.352132415771484464e+00,-3.598839111328124840e+00,7.123071098327635742e-01,2.352132415771484464e+00,-3.598839111328124840e+00,7.123071098327635742e-01,0.000000000000000000e+00
